time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-06 00:00:00+00:00,26,8,5,1
2026-05-07 00:00:00+00:00,18,8,5,1
2026-05-08 00:00:00+00:00,31,10,1,1
2026-05-09 00:00:00+00:00,17,8,0,0
2026-05-10 00:00:00+00:00,10,5,0,0
2026-05-11 00:00:00+00:00,3,3,0,0
2026-05-12 00:00:00+00:00,13,4,1,1
2026-05-13 00:00:00+00:00,35,11,5,1
2026-05-14 00:00:00+00:00,28,8,0,0
2026-05-15 00:00:00+00:00,12,7,10,1
2026-05-16 00:00:00+00:00,24,10,0,0
2026-05-17 00:00:00+00:00,2,2,0,0
2026-05-18 00:00:00+00:00,8,3,0,0
2026-05-19 00:00:00+00:00,15,6,0,0
