time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-23 00:00:00+00:00,64,26,0,0
2026-04-24 00:00:00+00:00,71,28,0,0
2026-04-25 00:00:00+00:00,62,26,0,0
2026-04-26 00:00:00+00:00,2,2,0,0
2026-04-27 00:00:00+00:00,11,5,0,0
2026-04-28 00:00:00+00:00,28,10,0,0
2026-04-29 00:00:00+00:00,53,15,0,0
2026-04-30 00:00:00+00:00,19,8,0,0
2026-05-01 00:00:00+00:00,21,6,3,1
2026-05-02 00:00:00+00:00,26,10,0,0
2026-05-03 00:00:00+00:00,15,9,0,0
2026-05-04 00:00:00+00:00,25,10,4,2
2026-05-05 00:00:00+00:00,41,11,0,0
2026-05-06 00:00:00+00:00,26,8,5,1
